"ISO","year","MatMor","InfMor","NeoMor","Under5Mor"
NA,"2021",NA,NA,NA,NA
"TLS","1960",NA,NA,NA,NA
"TLS","1961",NA,NA,NA,NA
"TLS","1962",NA,NA,NA,NA
"TLS","1963",NA,NA,NA,NA
"TLS","1964",NA,NA,NA,NA
"TLS","1965",NA,NA,NA,NA
"TLS","1966",NA,NA,NA,NA
"TLS","1967",NA,NA,NA,NA
"TLS","1968",NA,NA,NA,NA
"TLS","1969",NA,NA,NA,NA
"TLS","1970",NA,NA,NA,NA
"TLS","1971",NA,NA,NA,NA
"TLS","1972",NA,NA,NA,NA
"TLS","1973",NA,NA,NA,NA
"TLS","1974",NA,NA,NA,NA
"TLS","1975",NA,NA,NA,NA
"TLS","1976",NA,NA,NA,NA
"TLS","1977",NA,NA,NA,NA
"TLS","1978",NA,NA,NA,NA
"TLS","1979",NA,NA,NA,NA
"TLS","1980",NA,NA,NA,NA
"TLS","1981",NA,NA,NA,NA
"TLS","1982",NA,NA,NA,NA
"TLS","1983",NA,NA,NA,NA
"TLS","1984",NA,NA,NA,NA
"TLS","1985",NA,164.3,NA,222
"TLS","1986",NA,157.1,61.5,211.8
"TLS","1987",NA,150.3,60.4,202
"TLS","1988",NA,143.7,59.4,192.5
"TLS","1989",NA,137.5,58.3,183.6
"TLS","1990",NA,131.6,56.9,175.2
"TLS","1991",NA,126.1,55.3,167.3
"TLS","1992",NA,120.9,53.5,159.9
"TLS","1993",NA,115.8,51.5,152.6
"TLS","1994",NA,110.9,49.4,145.5
"TLS","1995",NA,106.2,47.4,138.8
"TLS","1996",NA,101.6,45.3,132.2
"TLS","1997",NA,97.1,43.3,125.8
"TLS","1998",NA,92.8,41.4,119.5
"TLS","1999",NA,88.6,39.7,113.5
"TLS","2000",745,84.5,37.8,107.7
"TLS","2001",720,80.6,36,102.1
"TLS","2002",668,76.8,34.2,96.5
"TLS","2003",603,73,32.6,91.2
"TLS","2004",507,69.3,31,86
"TLS","2005",415,65.7,29.5,80.9
"TLS","2006",348,62.1,28.3,76.1
"TLS","2007",300,58.8,27.2,71.6
"TLS","2008",269,56,26.2,67.7
"TLS","2009",242,53.6,25.4,64.4
"TLS","2010",219,51.4,24.7,61.5
"TLS","2011",198,49.4,24.1,58.8
"TLS","2012",185,47.5,23.5,56.3
"TLS","2013",176,45.9,22.9,54.2
"TLS","2014",168,44.3,22.4,52.1
"TLS","2015",160,42.8,21.9,50.2
"TLS","2016",152,41.4,21.4,48.4
"TLS","2017",142,40.1,20.9,46.8
"TLS","2018",NA,38.8,20.4,45.1
"TLS","2019",NA,37.7,19.9,43.7
"TLS","2020",NA,36.5,19.4,42.3
"TLS","2021",NA,NA,NA,NA
NA,"1960",NA,NA,NA,NA
NA,"1961",NA,NA,NA,NA
NA,"1962",NA,NA,NA,NA
NA,"1963",NA,NA,NA,NA
NA,"1964",NA,NA,NA,NA
NA,"1965",NA,NA,NA,NA
NA,"1966",NA,NA,NA,NA
NA,"1967",NA,NA,NA,NA
NA,"1968",NA,NA,NA,NA
NA,"1969",NA,NA,NA,NA
NA,"1970",NA,NA,NA,NA
NA,"1971",NA,NA,NA,NA
NA,"1972",NA,NA,NA,NA
NA,"1973",NA,NA,NA,NA
NA,"1974",NA,NA,NA,NA
NA,"1975",NA,NA,NA,NA
NA,"1976",NA,NA,NA,NA
NA,"1977",NA,NA,NA,NA
NA,"1978",NA,NA,NA,NA
NA,"1979",NA,NA,NA,NA
NA,"1980",NA,NA,NA,NA
NA,"1981",NA,NA,NA,NA
NA,"1982",NA,NA,NA,NA
NA,"1983",NA,NA,NA,NA
NA,"1984",NA,NA,NA,NA
NA,"1985",NA,NA,NA,NA
NA,"1986",NA,NA,NA,NA
NA,"1987",NA,NA,NA,NA
NA,"1988",NA,NA,NA,NA
NA,"1989",NA,NA,NA,NA
NA,"1990",NA,52.68888514,29.05505547,69.19140871
NA,"1991",NA,50.96757225,28.29714942,66.55795698
NA,"1992",NA,49.29440732,27.58477182,64.12354377
NA,"1993",NA,47.75473025,26.8996762,61.78393222
NA,"1994",NA,46.16951675,26.25398422,59.45983051
NA,"1995",NA,44.59098021,25.65429696,57.15433535
NA,"1996",NA,43.03666246,25.06179187,54.91995108
NA,"1997",NA,41.50085628,24.48626553,52.69192815
NA,"1998",NA,39.94571511,23.95013131,50.50736904
NA,"1999",NA,38.44026971,23.37881839,48.36142349
NA,"2000",106,36.93340972,22.80822918,46.27651498
NA,"2001",102,35.46052069,22.22765478,44.19797589
NA,"2002",97,34.00957075,21.62905947,42.20266383
NA,"2003",101,32.61313475,21.02492531,40.28218264
NA,"2004",94,31.2364785,20.40844359,38.40032754
NA,"2005",91,29.91863373,19.77499947,36.62539264
NA,"2006",91,28.68611608,19.1335894,34.95204982
NA,"2007",85,27.5060697,18.50949157,33.36661373
NA,"2008",76,26.38177987,17.84004518,31.91543572
NA,"2009",72,25.37828526,17.20388112,30.60363847
NA,"2010",70,24.51684863,16.55628778,29.5276396
NA,"2011",67,23.83534508,16.03844698,28.73671805
NA,"2012",66,23.56677135,15.56270623,28.9038236
NA,"2013",65,23.07823739,15.12966962,28.53312253
NA,"2014",67,22.52595357,14.65736912,27.85629041
NA,"2015",65,21.93360961,14.2467439,27.00718696
NA,"2016",63,21.36241472,13.93210136,26.21534143
NA,"2017",63,20.5866457,13.67842112,24.82086491
NA,"2018",NA,20.15453651,13.45042703,24.40091552
NA,"2019",NA,19.7035839,13.21816535,23.80500631
NA,"2020",NA,19.21122343,12.93800925,23.15122169
NA,"2021",NA,NA,NA,NA
"TON","1960",NA,NA,NA,NA
"TON","1961",NA,NA,NA,NA
"TON","1962",NA,NA,NA,NA
"TON","1963",NA,58,NA,78
"TON","1964",NA,54.9,NA,73.1
"TON","1965",NA,52,NA,68.6
"TON","1966",NA,49.1,NA,64.2
"TON","1967",NA,46.3,NA,60
"TON","1968",NA,43.7,NA,56
"TON","1969",NA,41.1,NA,52.3
"TON","1970",NA,38.7,NA,48.9
"TON","1971",NA,36.6,NA,45.8
"TON","1972",NA,34.7,NA,43.1
"TON","1973",NA,33,NA,40.8
"TON","1974",NA,31.4,NA,38.6
"TON","1975",NA,30,NA,36.7
"TON","1976",NA,28.8,NA,35
"TON","1977",NA,27.6,NA,33.4
"TON","1978",NA,26.5,NA,31.9
"TON","1979",NA,25.4,NA,30.6
"TON","1980",NA,24.6,NA,29.4
"TON","1981",NA,23.8,NA,28.4
"TON","1982",NA,23.1,NA,27.5
"TON","1983",NA,22.5,NA,26.8
"TON","1984",NA,22.1,NA,26.2
"TON","1985",NA,21.6,NA,25.6
"TON","1986",NA,21.1,NA,25
"TON","1987",NA,20.6,NA,24.4
"TON","1988",NA,20.1,NA,23.7
"TON","1989",NA,19.5,10.1,22.9
"TON","1990",NA,18.8,9.8,22.1
"TON","1991",NA,18.2,9.4,21.3
"TON","1992",NA,17.6,9,20.6
"TON","1993",NA,17,8.7,19.9
"TON","1994",NA,16.5,8.4,19.3
"TON","1995",NA,16.1,8.1,18.8
"TON","1996",NA,15.8,7.9,18.4
"TON","1997",NA,15.5,7.7,18.1
"TON","1998",NA,15.2,7.5,17.7
"TON","1999",NA,14.9,7.4,17.3
"TON","2000",77,14.5,7.1,16.9
"TON","2001",73,14.2,7,16.5
"TON","2002",71,13.8,6.8,16
"TON","2003",69,13.4,6.6,15.6
"TON","2004",67,13,6.4,15.1
"TON","2005",66,12.7,6.2,14.7
"TON","2006",64,12.3,6,14.3
"TON","2007",62,12,5.8,14
"TON","2008",60,11.8,5.7,13.7
"TON","2009",61,11.5,5.6,13.4
"TON","2010",57,11.3,5.5,13.2
"TON","2011",56,11.1,5.4,12.9
"TON","2012",56,11,5.4,12.8
"TON","2013",56,10.9,5.4,12.6
"TON","2014",55,10.8,5.4,12.5
"TON","2015",54,10.7,5.3,12.4
"TON","2016",53,10.6,5.3,12.3
"TON","2017",52,10.4,5.3,12.1
"TON","2018",NA,10.3,5.2,11.9
"TON","2019",NA,10,5.1,11.7
"TON","2020",NA,9.8,5,11.4
"TON","2021",NA,NA,NA,NA
NA,"1960",NA,NA,NA,NA
NA,"1961",NA,NA,NA,NA
NA,"1962",NA,NA,NA,NA
NA,"1963",NA,NA,NA,NA
NA,"1964",NA,NA,NA,NA
NA,"1965",NA,NA,NA,NA
NA,"1966",NA,NA,NA,NA
NA,"1967",NA,NA,NA,NA
NA,"1968",NA,NA,NA,NA
NA,"1969",NA,NA,NA,NA
NA,"1970",NA,NA,NA,NA
NA,"1971",NA,NA,NA,NA
NA,"1972",NA,NA,NA,NA
NA,"1973",NA,NA,NA,NA
NA,"1974",NA,NA,NA,NA
NA,"1975",NA,NA,NA,NA
NA,"1976",NA,NA,NA,NA
NA,"1977",NA,NA,NA,NA
NA,"1978",NA,NA,NA,NA
NA,"1979",NA,NA,NA,NA
NA,"1980",NA,NA,NA,NA
NA,"1981",NA,NA,NA,NA
NA,"1982",NA,NA,NA,NA
NA,"1983",NA,NA,NA,NA
NA,"1984",NA,NA,NA,NA
NA,"1985",NA,NA,NA,NA
NA,"1986",NA,NA,NA,NA
NA,"1987",NA,NA,NA,NA
NA,"1988",NA,NA,NA,NA
NA,"1989",NA,NA,NA,NA
NA,"1990",NA,92.03429818,58.70650263,129.8918464
NA,"1991",NA,89.62508232,57.4539682,126.1808704
NA,"1992",NA,87.35290727,56.20777721,122.5533257
NA,"1993",NA,85.0728605,55.08942199,118.9699779
NA,"1994",NA,82.85775906,53.87140644,115.3867035
NA,"1995",NA,80.48271213,52.716697,111.8053085
NA,"1996",NA,78.18019743,51.49269723,108.1557772
NA,"1997",NA,75.74412155,50.18842149,104.4333558
NA,"1998",NA,73.32009334,48.87050682,100.6746196
NA,"1999",NA,70.92737443,47.55359209,96.96231871
NA,"2000",395,68.65814399,46.18669582,93.30056111
NA,"2001",379,66.34995517,44.83165557,89.72396257
NA,"2002",361,64.09836892,43.49169444,86.20744487
NA,"2003",344,62.03939856,42.17217274,82.93162904
NA,"2004",327,60.0053328,40.89508201,79.90337818
NA,"2005",309,57.9797978,39.7767833,76.62038237
NA,"2006",293,56.02816219,38.61125424,73.56357253
NA,"2007",278,54.09540033,37.52492352,70.63342081
NA,"2008",263,52.18543587,36.54586444,67.66045068
NA,"2009",249,50.26892404,35.51425109,64.89436898
NA,"2010",235,48.36597206,34.39938556,61.95019296
NA,"2011",222,46.50671839,33.33917792,59.1260963
NA,"2012",210,44.64974164,32.27450109,56.45054862
NA,"2013",199,42.79623312,31.18664481,53.79386349
NA,"2014",190,41.08920854,30.12221115,51.27041575
NA,"2015",179,39.29434342,29.08866295,48.81722681
NA,"2016",169,37.65100235,28.06991985,46.51543358
NA,"2017",163,36.06990537,27.00647596,44.28606398
NA,"2018",NA,34.55494243,26.03388997,42.14577973
NA,"2019",NA,33.1118778,24.8635538,40.27121393
NA,"2020",NA,31.82597784,23.83372154,38.48553144
NA,"2021",NA,NA,NA,NA
NA,"1960",NA,NA,NA,NA
NA,"1961",NA,NA,NA,NA
NA,"1962",NA,NA,NA,NA
NA,"1963",NA,NA,NA,NA
NA,"1964",NA,NA,NA,NA
NA,"1965",NA,NA,NA,NA
NA,"1966",NA,NA,NA,NA
NA,"1967",NA,NA,NA,NA
NA,"1968",NA,NA,NA,NA
NA,"1969",NA,NA,NA,NA
NA,"1970",NA,NA,NA,NA
NA,"1971",NA,NA,NA,NA
NA,"1972",NA,NA,NA,NA
NA,"1973",NA,NA,NA,NA
NA,"1974",NA,NA,NA,NA
NA,"1975",NA,NA,NA,NA
NA,"1976",NA,NA,NA,NA
NA,"1977",NA,NA,NA,NA
NA,"1978",NA,NA,NA,NA
NA,"1979",NA,NA,NA,NA
NA,"1980",NA,NA,NA,NA
NA,"1981",NA,NA,NA,NA
NA,"1982",NA,NA,NA,NA
NA,"1983",NA,NA,NA,NA
NA,"1984",NA,NA,NA,NA
NA,"1985",NA,NA,NA,NA
NA,"1986",NA,NA,NA,NA
NA,"1987",NA,NA,NA,NA
NA,"1988",NA,NA,NA,NA
NA,"1989",NA,NA,NA,NA
NA,"1990",NA,107.0306771,45.53967894,179.0193869
NA,"1991",NA,106.1100535,45.12733971,177.4395949
NA,"1992",NA,105.1826134,44.77831612,175.8623736
NA,"1993",NA,104.2588988,44.41599944,174.4331816
NA,"1994",NA,103.877853,44.07067479,173.8543872
NA,"1995",NA,101.7874374,43.61126876,169.9564307
NA,"1996",NA,100.2222074,43.14033709,167.2068784
NA,"1997",NA,98.35780588,42.56031601,163.8808789
NA,"1998",NA,96.20814372,41.88206767,160.0055287
NA,"1999",NA,93.81883672,41.1177316,155.625618
NA,"2000",870,91.21257207,40.28131924,150.8123685
NA,"2001",849,88.38051942,39.38358619,145.5467514
NA,"2002",833,85.43537117,38.45687027,140.0256673
NA,"2003",812,82.50804546,37.55705394,134.5306745
NA,"2004",782,79.64104395,36.65983035,129.1489686
NA,"2005",746,76.86700189,35.80693139,123.937727
NA,"2006",713,74.26739814,35.0376412,119.0141398
NA,"2007",685,71.73210169,34.29921591,114.1685622
NA,"2008",664,69.36279893,33.62532918,109.5209935
NA,"2009",645,67.15371787,32.96145815,105.0449501
NA,"2010",626,65.11291867,32.33271569,100.9769322
NA,"2011",610,63.20584255,31.74213784,97.24709189
NA,"2012",596,61.4458073,31.18250365,93.79001169
NA,"2013",582,59.86142553,30.66822416,90.64756092
NA,"2014",571,58.40441058,30.14989476,87.87207684
NA,"2015",557,57.04620712,29.66970224,85.34200407
NA,"2016",545,55.6672845,29.17644008,82.7222902
NA,"2017",534,54.27947606,28.68421896,80.32146941
NA,"2018",NA,52.91885958,28.14944262,77.91876462
NA,"2019",NA,51.58368975,27.64007253,75.57807204
NA,"2020",NA,50.26070224,27.13564442,73.27733839
NA,"2021",NA,NA,NA,NA
"TTO","1960",NA,56,37.5,67.8
"TTO","1961",NA,54.3,36.7,65.4
"TTO","1962",NA,52.7,35.9,63.2
"TTO","1963",NA,51.2,35.2,61.2
"TTO","1964",NA,49.8,34.5,59.3
"TTO","1965",NA,48.6,33.9,57.7
"TTO","1966",NA,47.5,33.3,56.3
"TTO","1967",NA,46.5,32.8,55
"TTO","1968",NA,45.6,32.3,53.9
"TTO","1969",NA,44.8,31.8,52.8
"TTO","1970",NA,44,31.2,51.7
"TTO","1971",NA,43.2,30.6,50.7
"TTO","1972",NA,42.3,30,49.6
"TTO","1973",NA,41.4,29.4,48.4
"TTO","1974",NA,40.5,28.8,47.2
"TTO","1975",NA,39.5,28.1,46
"TTO","1976",NA,38.4,27.5,44.7
"TTO","1977",NA,37.4,26.9,43.3
"TTO","1978",NA,36.3,26.3,42
"TTO","1979",NA,35.2,25.7,40.6
"TTO","1980",NA,34.2,25.1,39.4
"TTO","1981",NA,33.1,24.5,38.1
"TTO","1982",NA,32.2,24,36.9
"TTO","1983",NA,31.3,23.3,35.8
"TTO","1984",NA,30.4,22.7,34.8
"TTO","1985",NA,29.6,22,33.8
"TTO","1986",NA,28.9,21.4,33
"TTO","1987",NA,28.3,20.9,32.2
"TTO","1988",NA,27.7,20.4,31.5
"TTO","1989",NA,27.2,19.9,30.8
"TTO","1990",NA,26.7,19.6,30.3
"TTO","1991",NA,26.2,19.2,29.7
"TTO","1992",NA,25.9,18.9,29.3
"TTO","1993",NA,25.6,18.7,29
"TTO","1994",NA,25.3,18.5,28.7
"TTO","1995",NA,25.2,18.4,28.5
"TTO","1996",NA,25,18.2,28.3
"TTO","1997",NA,24.9,18.2,28.2
"TTO","1998",NA,24.8,18.1,28
"TTO","1999",NA,24.7,18,28
"TTO","2000",81,24.7,18,27.9
"TTO","2001",78,24.5,17.8,27.7
"TTO","2002",74,24.3,17.6,27.4
"TTO","2003",75,23.9,17.4,27
"TTO","2004",76,23.5,17,26.4
"TTO","2005",76,23,16.6,25.9
"TTO","2006",73,22.4,16.2,25.2
"TTO","2007",65,21.7,15.7,24.4
"TTO","2008",72,21.2,15.3,23.8
"TTO","2009",74,20.7,14.9,23.2
"TTO","2010",71,20.1,14.4,22.5
"TTO","2011",72,19.5,14,21.8
"TTO","2012",71,18.9,13.6,21.2
"TTO","2013",70,18.4,13.2,20.6
"TTO","2014",69,17.8,12.8,19.9
"TTO","2015",68,17.3,12.4,19.3
"TTO","2016",68,16.8,12,18.8
"TTO","2017",67,16.3,11.7,18.3
"TTO","2018",NA,15.8,11.3,17.7
"TTO","2019",NA,15.4,11,17.2
"TTO","2020",NA,14.8,10.6,16.6
"TTO","2021",NA,NA,NA,NA
"TUN","1960",NA,NA,NA,NA
"TUN","1961",NA,NA,NA,NA
"TUN","1962",NA,181.5,NA,271.9
"TUN","1963",NA,173.1,NA,259.5
"TUN","1964",NA,164.9,NA,247.4
"TUN","1965",NA,157.1,51.4,235.5
"TUN","1966",NA,149.3,50.6,223.8
"TUN","1967",NA,142,49.9,212.1
"TUN","1968",NA,135,49.3,200.9
"TUN","1969",NA,128.2,48.7,190.1
"TUN","1970",NA,121.9,47.9,180
"TUN","1971",NA,115.9,47.1,170.2
"TUN","1972",NA,110.3,46,161
"TUN","1973",NA,104.7,44.8,151.8
"TUN","1974",NA,99.1,43.5,142.8
"TUN","1975",NA,93.5,42,134
"TUN","1976",NA,88,40.5,125.2
"TUN","1977",NA,82.6,39,116.8
"TUN","1978",NA,77.6,37.6,108.9
"TUN","1979",NA,73.1,36.3,101.7
"TUN","1980",NA,69,35.2,95.3
"TUN","1981",NA,65.4,34.2,89.6
"TUN","1982",NA,62,33.3,84.4
"TUN","1983",NA,59,32.3,79.6
"TUN","1984",NA,56.1,31.4,75
"TUN","1985",NA,53.4,30.6,70.9
"TUN","1986",NA,51,29.8,67
"TUN","1987",NA,48.7,29.2,63.6
"TUN","1988",NA,46.7,28.7,60.5
"TUN","1989",NA,44.8,28.3,57.8
"TUN","1990",NA,43.1,27.8,55.3
"TUN","1991",NA,41.5,27.3,52.9
"TUN","1992",NA,39.9,26.8,50.5
"TUN","1993",NA,38.2,26.2,48.1
"TUN","1994",NA,36.3,25.4,45.5
"TUN","1995",NA,34.4,24.4,42.8
"TUN","1996",NA,32.5,23.4,40.1
"TUN","1997",NA,30.5,22.3,37.3
"TUN","1998",NA,28.5,20.9,34.6
"TUN","1999",NA,26.6,19.6,32.2
"TUN","2000",66,25,18.3,29.9
"TUN","2001",63,23.4,17.2,27.9
"TUN","2002",60,22,16.3,26.1
"TUN","2003",57,20.8,15.5,24.6
"TUN","2004",54,19.7,14.7,23.2
"TUN","2005",51,18.8,14.1,22
"TUN","2006",49,17.9,13.6,21
"TUN","2007",47,17.2,13.2,20.2
"TUN","2008",47,16.6,12.8,19.4
"TUN","2009",46,16.2,12.5,18.9
"TUN","2010",46,15.8,12.3,18.4
"TUN","2011",46,15.5,12.2,18
"TUN","2012",46,15.2,12.1,17.7
"TUN","2013",46,15,12.1,17.5
"TUN","2014",46,14.9,12,17.3
"TUN","2015",46,14.8,12.1,17.2
"TUN","2016",45,14.7,12.1,17.1
"TUN","2017",43,14.7,12.1,17.1
"TUN","2018",NA,14.6,12.1,17
"TUN","2019",NA,14.5,12,16.9
"TUN","2020",NA,14.3,11.8,16.6
"TUN","2021",NA,NA,NA,NA
"TUR","1960",NA,171.4,63.1,257
"TUR","1961",NA,166.3,62.1,249.3
"TUR","1962",NA,161,61.1,241.4
"TUR","1963",NA,155.7,60.2,233.5
"TUR","1964",NA,150.6,59.3,225.7
"TUR","1965",NA,145.9,58.7,218.3
"TUR","1966",NA,141.5,58.1,211.3
"TUR","1967",NA,137.5,57.7,204.9
"TUR","1968",NA,133.7,57.3,198.8
"TUR","1969",NA,130,57,192.9
"TUR","1970",NA,126.4,56.6,187.2
"TUR","1971",NA,122.8,56.1,181.5
"TUR","1972",NA,119.3,55.4,175.8
"TUR","1973",NA,115.8,54.6,170
"TUR","1974",NA,112.2,53.5,164.1
"TUR","1975",NA,108.5,52.2,158.1
"TUR","1976",NA,104.9,50.6,152.1
"TUR","1977",NA,101.1,48.8,146.1
"TUR","1978",NA,97.3,47.2,140.1
"TUR","1979",NA,93.5,45.7,134
"TUR","1980",NA,89.7,44.3,127.9
"TUR","1981",NA,85.8,43,121.8
"TUR","1982",NA,82,41.8,115.8
"TUR","1983",NA,78.2,40.5,109.9
"TUR","1984",NA,74.6,39.3,104.1
"TUR","1985",NA,71.1,38.1,98.6
"TUR","1986",NA,67.7,37.1,93.3
"TUR","1987",NA,64.5,36.2,88.2
"TUR","1988",NA,61.3,35.4,83.3
"TUR","1989",NA,58.4,34.3,78.6
"TUR","1990",NA,55.5,33.1,74.2
"TUR","1991",NA,52.8,31.5,69.8
"TUR","1992",NA,50,29.7,65.6
"TUR","1993",NA,47.3,27.8,61.5
"TUR","1994",NA,44.7,26,57.6
"TUR","1995",NA,42.2,24.2,53.9
"TUR","1996",NA,39.8,22.7,50.4
"TUR","1997",NA,37.4,21.4,47
"TUR","1998",NA,35.2,20.3,43.8
"TUR","1999",NA,33,19.2,40.8
"TUR","2000",42,30.9,18.2,37.9
"TUR","2001",41,29,17.1,35.3
"TUR","2002",39,27.1,15.9,32.7
"TUR","2003",38,25.3,14.9,30.4
"TUR","2004",35,23.6,14,28.2
"TUR","2005",33,22,13,26.2
"TUR","2006",30,20.5,12.1,24.3
"TUR","2007",28,19.2,11.3,22.5
"TUR","2008",27,17.9,10.4,20.9
"TUR","2009",25,16.6,9.7,19.5
"TUR","2010",24,15.5,9,18.1
"TUR","2011",23,14.5,8.3,16.9
"TUR","2012",22,13.6,7.7,15.8
"TUR","2013",20,12.7,7.2,14.7
"TUR","2014",19,11.9,6.7,13.8
"TUR","2015",19,11.1,6.3,13
"TUR","2016",18,10.5,6,12.1
"TUR","2017",17,9.8,5.8,11.4
"TUR","2018",NA,9.2,5.5,10.7
"TUR","2019",NA,8.6,5.3,10.1
"TUR","2020",NA,8.1,5,9.5
"TUR","2021",NA,NA,NA,NA
"TUV","1960",NA,115.5,NA,169.6
"TUV","1961",NA,110.7,NA,161.7
"TUV","1962",NA,106.2,NA,154.3
"TUV","1963",NA,101.9,NA,147.4
"TUV","1964",NA,97.8,NA,140.7
"TUV","1965",NA,93.7,NA,134.3
"TUV","1966",NA,89.8,NA,128.1
"TUV","1967",NA,86.2,NA,122.4
"TUV","1968",NA,82.7,NA,116.8
"TUV","1969",NA,79.2,NA,111.4
"TUV","1970",NA,75.8,NA,106
"TUV","1971",NA,72.4,NA,100.7
"TUV","1972",NA,69,NA,95.4
"TUV","1973",NA,65.7,NA,90.2
"TUV","1974",NA,62.4,NA,84.9
"TUV","1975",NA,59.3,NA,80.1
"TUV","1976",NA,56.6,NA,75.8
"TUV","1977",NA,54.1,NA,71.9
"TUV","1978",NA,52,NA,68.6
"TUV","1979",NA,50.1,NA,65.7
"TUV","1980",NA,48.4,NA,63.1
"TUV","1981",NA,47,NA,61
"TUV","1982",NA,45.7,NA,59.1
"TUV","1983",NA,44.7,NA,57.5
"TUV","1984",NA,43.8,NA,56.2
"TUV","1985",NA,43.1,NA,55.3
"TUV","1986",NA,42.7,NA,54.6
"TUV","1987",NA,42.3,NA,54.1
"TUV","1988",NA,42,NA,53.7
"TUV","1989",NA,41.7,28.3,53.2
"TUV","1990",NA,41.4,28.2,52.8
"TUV","1991",NA,41,28,52.2
"TUV","1992",NA,40.5,27.7,51.5
"TUV","1993",NA,40,27.4,50.7
"TUV","1994",NA,39.3,27,49.7
"TUV","1995",NA,38.5,26.7,48.6
"TUV","1996",NA,37.6,26.2,47.3
"TUV","1997",NA,36.7,25.7,46
"TUV","1998",NA,35.7,25.1,44.6
"TUV","1999",NA,34.8,24.7,43.3
"TUV","2000",NA,33.9,24.3,42.1
"TUV","2001",NA,33.3,24.1,41.2
"TUV","2002",NA,32.7,23.8,40.3
"TUV","2003",NA,32.1,23.5,39.5
"TUV","2004",NA,31.5,23,38.7
"TUV","2005",NA,30.8,22.3,37.7
"TUV","2006",NA,30,21.4,36.6
"TUV","2007",NA,29,20.2,35.3
"TUV","2008",NA,28,18.8,34
"TUV","2009",NA,27,17.5,32.6
"TUV","2010",NA,26,16.4,31.3
"TUV","2011",NA,25.1,15.3,30.1
"TUV","2012",NA,24.2,14.4,29
"TUV","2013",NA,23.4,13.6,27.9
"TUV","2014",NA,22.6,13,26.9
"TUV","2015",NA,21.9,12.3,26
"TUV","2016",NA,21.2,11.8,25.1
"TUV","2017",NA,20.6,11.3,24.3
"TUV","2018",NA,20,10.8,23.5
"TUV","2019",NA,19.3,10.4,22.7
"TUV","2020",NA,18.7,10.1,22
"TUV","2021",NA,NA,NA,NA
"TZA","1960",NA,142.8,NA,241.6
"TZA","1961",NA,141.7,NA,239.8
"TZA","1962",NA,140.6,NA,238
"TZA","1963",NA,139.4,NA,235.8
"TZA","1964",NA,137.9,NA,233.3
"TZA","1965",NA,136.3,NA,230.7
"TZA","1966",NA,134.6,NA,227.8
"TZA","1967",NA,132.8,NA,224.8
"TZA","1968",NA,131,47.1,221.6
"TZA","1969",NA,129.2,46.6,218.3
"TZA","1970",NA,127.3,46,215
"TZA","1971",NA,125.4,45.4,211.5
"TZA","1972",NA,123.4,44.9,207.8
"TZA","1973",NA,121.2,44.4,203.9
"TZA","1974",NA,119,44.1,199.9
"TZA","1975",NA,116.7,43.8,195.6
"TZA","1976",NA,114.4,43.5,191.3
"TZA","1977",NA,112.1,43.3,187.1
"TZA","1978",NA,110,43.1,183.3
"TZA","1979",NA,108.3,42.9,180
"TZA","1980",NA,107.3,42.8,178.1
"TZA","1981",NA,106.9,42.8,177.4
"TZA","1982",NA,107,42.9,177.5
"TZA","1983",NA,107.2,42.9,178
"TZA","1984",NA,107.3,42.8,178.1
"TZA","1985",NA,107,42.5,177.5
"TZA","1986",NA,106.1,42.1,175.8
"TZA","1987",NA,104.8,41.6,173.5
"TZA","1988",NA,103.2,41.1,170.7
"TZA","1989",NA,101.7,40.5,168
"TZA","1990",NA,100.2,39.9,165.6
"TZA","1991",NA,98.9,39.3,163.6
"TZA","1992",NA,97.7,38.8,161.8
"TZA","1993",NA,96.6,38.4,160.1
"TZA","1994",NA,95.3,37.9,158.2
"TZA","1995",NA,93.9,37.5,155.9
"TZA","1996",NA,92,37,152.8
"TZA","1997",NA,89.6,36.4,148.6
"TZA","1998",NA,86.7,35.7,143.4
"TZA","1999",NA,83,34.8,137
"TZA","2000",854,78.9,33.7,129.7
"TZA","2001",819,74.4,32.5,121.9
"TZA","2002",788,69.9,31.3,114
"TZA","2003",763,65.6,30.2,106.5
"TZA","2004",741,61.9,29.1,99.9
"TZA","2005",721,58.5,28.1,93.9
"TZA","2006",703,55.8,27.4,88.8
"TZA","2007",685,52.9,26.6,83.8
"TZA","2008",666,51,26,79.6
"TZA","2009",656,48.7,25.4,75.4
"TZA","2010",644,47.1,24.9,71.9
"TZA","2011",628,45.5,24.3,68.4
"TZA","2012",615,44,23.8,65.3
"TZA","2013",593,43,23.3,62.7
"TZA","2014",574,41.9,22.8,59.9
"TZA","2015",556,40.9,22.3,58.1
"TZA","2016",539,39.7,21.9,56
"TZA","2017",524,38.2,21.5,54.1
"TZA","2018",NA,36.8,21,52.1
"TZA","2019",NA,35.8,20.6,50.5
"TZA","2020",NA,34.7,20.1,48.9
"TZA","2021",NA,NA,NA,NA
"UGA","1960",NA,131.7,NA,222.9
"UGA","1961",NA,129.6,NA,219.2
"UGA","1962",NA,127.7,NA,215.6
"UGA","1963",NA,125.7,NA,212
"UGA","1964",NA,123.9,NA,208.8
"UGA","1965",NA,122,59.5,205.4
"UGA","1966",NA,120.3,58.5,202.1
"UGA","1967",NA,118.4,57.3,198.8
"UGA","1968",NA,116.8,56.1,195.9
"UGA","1969",NA,115.5,55,193.3
"UGA","1970",NA,114.8,53.8,192
"UGA","1971",NA,114.6,52.9,191.7
